seed,protocol,case_id,gt_et_voxels,small_gt_lesions,baseline_pred_et_voxels,baseline_et_dice,baseline_hd95_mm,baseline_boundary_dice,baseline_boundary_valid,baseline_small_detected_lesions,baseline_small_missed_lesions,baseline_small_gt_anchored_dice,lhfc_pred_et_voxels,lhfc_et_dice,lhfc_hd95_mm,lhfc_boundary_dice,lhfc_boundary_valid,lhfc_small_detected_lesions,lhfc_small_missed_lesions,lhfc_small_gt_anchored_dice,full_pred_et_voxels,full_et_dice,full_hd95_mm,full_boundary_dice,full_boundary_valid,full_small_detected_lesions,full_small_missed_lesions,full_small_gt_anchored_dice,small_detection_gain,small_dice_gain,et_dice_gain,hd95_improvement,boundary_dice_improvement,all_models_boundary_valid,regression_score
42,stability_runner,BraTS20_Training_193,29758,0,38,0.0,97.73944955850732,0.0,True,0,0,,583,0.0,89.3420393767682,0.0,True,0,0,,8272,0.145990007888509,51.17030366419685,0.2226252158894646,True,0,0,,0,,0.145990007888509,46.56914589431048,0.2226252158894646,True,-7.227142243655982
42,stability_runner,BraTS20_Training_200,4539,0,4580,0.8961508937383486,2.0,0.9068594485541358,True,0,0,,4369,0.8940278401436911,2.0,0.9073569482288828,True,0,0,,4506,0.9001658374792704,1.7320508075688772,0.910838581372224,True,0,0,,0,,0.0040149437409218,0.2679491924311228,0.0039791328180882,True,0.6045690582702583
42,stability_runner,BraTS20_Training_205,4439,0,3570,0.8845049319515546,1.4142135623730951,0.952183734939759,True,0,0,,3568,0.8842263019857625,1.4142135623730951,0.9579105599398722,True,0,0,,3713,0.9006378802747792,1.0,0.9768915393216548,True,0,0,,0,,0.0161329483232246,0.4142135623730951,0.0247078043818957,True,0.37002725181673
42,stability_runner,BraTS20_Training_206,5096,0,4276,0.7863849765258216,5.875664527478046,0.7237654320987654,True,0,0,,5805,0.8531327401155857,17.38519158008664,0.7812157721796276,True,0,0,,6033,0.8458981040524756,16.201698024072478,0.7688415446071905,True,0,0,,0,,0.0595131275266539,-10.326033496594432,0.045076112508425,True,1.4424185131749483
42,stability_runner,BraTS20_Training_216,17097,3,21777,0.7145650048875856,3.1622776601683795,0.7753987221382237,True,0,3,0.0,24288,0.7072610849341548,3.3166247903554,0.7372824950080822,True,0,3,0.0,23451,0.6943375752194929,3.3166247903554,0.7437612676724547,True,0,3,0.0,0,0.0,-0.0202274296680926,-0.1543471301870203,-0.031637454465769,True,1.0280324931045408
42,stability_runner,BraTS20_Training_223,30477,0,29132,0.942038953849251,1.4142135623730951,0.940196394075982,True,0,0,,30118,0.948956184503672,1.0,0.9622656311288932,True,0,0,,30064,0.9488776201252044,1.0,0.9630843674393196,True,0,0,,0,,0.0068386662759534,0.4142135623730951,0.0228879733633374,True,0.3890812487878591
42,stability_runner,BraTS20_Training_231,40450,0,31654,0.8669976700321758,3.741657386773941,0.6862479196202922,True,0,0,,36315,0.920679997394646,4.260079425582451,0.8777559874012004,True,0,0,,36943,0.9264920600054268,3.605551275463989,0.8825246686518363,True,0,0,,0,,0.059494389973251,0.1361061113099522,0.1962767490315441,True,-1.393043523160994
42,stability_runner,BraTS20_Training_248,36340,2,34515,0.870312610260391,2.0,0.9048191865273288,True,1,1,0.3061224489795918,31935,0.8670230684730867,2.18885438199966,0.8909761948699022,True,2,0,0.6085858585858586,32269,0.876707137547552,2.0,0.9058476295886368,True,1,1,0.4722222222222222,0,0.1660997732426303,0.006394527287161,0.0,0.001028443061308,True,0.6675379891788382
42,stability_runner,BraTS20_Training_260,17858,1,6763,0.5408391210755047,10.476142988503774,0.2242990654205607,True,0,1,0.0,9409,0.6863974768034621,8.170024180063328,0.3169968717413973,True,0,1,0.0,14808,0.870385109900202,5.0,0.7143426294820717,True,0,1,0.0,0,0.0,0.3295459888246973,5.476142988503774,0.4900435640615109,True,-5.108065469210535
42,stability_runner,BraTS20_Training_261,9426,8,3080,0.4284343515112745,30.03331483536241,0.414000668821759,True,0,8,0.0,4644,0.5468372423596304,25.21308474374715,0.5638200183654729,True,0,8,0.0,2233,0.3559481945278325,31.064449134018133,0.3584710743801653,True,0,8,0.0,0,0.0,-0.072486156983442,-1.0311342986557186,-0.0555295944415937,True,1.3831430203449244
